YEAR;MO;DY;ALLSKY_SFC_SW_DIFF;ALLSKY_SFC_SW_DWN;CLRSKY_SFC_SW_DWN;ALLSKY_SFC_SW_DNI;ALLSKY_KT;ALLSKY_SFC_LW_DWN;T2MDEW;T2MWET;TS;QV2M;RH2M;PRECTOTCORR;PS;WS10M;WS10M_MAX;WS50M;ALLSKY_SFC_UV_INDEX;ALLSKY_SFC_PAR_TOT
2021;6;11;16.654;28.798;65.962;16.404;0.32;76.354;14.44;15.4;16.91;12.32;89.15;27.7;83.96;1.35;1.83;2.63;1.21;13.231
2021;6;12;19.985;40.258;66.617;24.679;0.44;75.857;14.22;15.14;16.67;12.14;89.73;36.76;83.99;1.53;2.16;2.61;1.82;18.137
2021;6;13;20.875;29.278;65.124;0.4118;0.32;77.542;14.61;15.42;16.68;12.45;91.1;34.26;84.02;1.31;2.06;2.27;1.36;13.404
2021;6;14;20.016;44.736;65.191;31.282;0.49;75.446;14.3;15.64;17.48;12.23;85.7;1.44;84.01;1.36;2.24;2.38;1.93;19.896
2021;6;15;14.878;1.938;61.678;0.0809;0.21;77.258;14.33;15.29;16.74;12.21;89.27;13.97;84.09;1.21;1.86;2.31;0.85;0.9005
2021;6;16;20.491;3.859;64.565;20.719;0.42;75.811;13.41;14.44;15.81;11.51;88.64;5.64;84.04;1.15;1.77;2.48;1.65;17.345
2021;6;17;18.206;3.451;62.969;17.383;0.38;72.842;13.27;14.34;16.0;11.42;87.93;5.39;84.02;1.37;1.91;2.66;1.48;1.535
2021;6;18;17.578;28.654;59.897;0.8213;0.32;80.136;13.45;14.31;15.74;11.51;90.1;6.73;84.08;1.33;1.8;2.24;1.25;13.145
2021;6;19;16.711;28.954;65.309;11.986;0.32;77.333;13.52;14.57;16.34;11.57;88.51;9.27;84.14;1.15;1.96;2.03;1.34;13.202
2021;6;20;17.246;31.032;6.451;14.753;0.34;78.389;12.56;13.33;14.49;10.85;90.86;9.32;84.18;1.62;2.28;3.05;1.44;14.218
2021;6;21;17.088;26.045;66.408;0.8774;0.29;76.296;12.13;13.59;15.69;10.56;84.34;4.45;84.16;1.57;2.27;2.79;1.22;11.887
2021;6;22;2.147;48.254;66.744;37.538;0.53;74.338;11.56;13.67;16.36;10.2;77.77;0.46;84.1;1.41;2.24;2.8;2.02;21.295
2021;6;23;19.498;36.151;65.124;1.829;0.4;78.629;12.32;14.13;16.54;10.72;80.67;3.24;84.12;1.48;2.06;2.88;1.56;16.147
2021;6;24;20.448;50.527;66.722;42.425;0.56;71.988;10.82;13.29;16.3;9.77;75.31;18.77;83.98;1.66;2.65;2.96;2.04;22.154
2021;6;25;1.999;3.822;66.226;21.893;0.42;74.959;12.14;13.89;16.19;10.69;81.35;33.78;83.94;1.5;2.23;2.93;1.61;17.114
2021;6;26;20.107;3.817;67.414;24.101;0.42;75.094;13.34;14.55;16.38;11.5;86.76;23.48;83.92;1.49;2.16;2.68;1.65;16.898
2021;6;27;19.795;36.271;65.066;18.259;0.4;75.617;11.87;13.69;15.89;10.44;80.14;2.2;83.92;1.54;2.33;3.06;1.57;1.631
2021;6;28;20.993;36.948;65.894;16.944;0.41;74.542;12.42;13.93;15.91;10.76;83.15;1.42;84.08;1.21;1.54;2.82;1.61;16.457
2021;6;29;20.314;47.095;67.997;40.598;0.52;74.458;12.33;13.78;15.93;10.69;83.82;5.72;84.18;1.33;1.76;2.74;1.94;21.055
2021;6;30;17.215;32.251;68.254;17.066;0.36;76.733;12.36;13.08;14.42;10.69;91.63;41.68;84.17;1.25;1.96;2.1;1.49;1.451
2021;7;1;19.178;3.247;64.901;10.166;0.36;76.956;12.05;13.18;15.08;10.5;87.67;0.38;84.13;1.43;1.91;2.2;1.43;14.518
2021;7;2;23.597;49.963;67.632;35.278;0.55;73.733;11.56;13.24;15.75;10.18;81.98;0.0;84.13;1.36;1.83;2.32;2.14;22.176
2021;7;3;17.825;40.574;68.774;32.762;0.45;73.174;10.7;12.76;15.56;9.58;78.49;0.1;84.25;1.48;2.0;2.69;1.78;17.971
2021;7;4;17.642;57.228;66.043;55.877;0.63;72.314;9.52;12.02;15.18;8.89;73.89;0.07;84.21;1.52;2.26;2.91;2.37;25.798
2021;7;5;17.558;62.028;6.821;62.592;0.68;65.669;5.87;9.82;14.36;6.95;60.88;0.0;84.19;1.72;2.74;3.17;2.55;27.156
2021;7;6;20.566;45.833;65.976;34.442;0.5;74.455;9.1;11.78;15.19;8.72;71.74;0.06;84.13;1.61;2.69;2.83;1.94;20.465
2021;7;7;19.817;37.918;62.959;20.191;0.42;75.898;12.12;13.72;15.98;10.62;82.32;0.18;83.94;1.42;1.86;2.59;1.56;16.754
2021;7;8;17.818;31.781;65.743;1.279;0.35;79.272;12.98;14.21;15.85;11.2;85.93;7.11;83.94;1.37;1.8;2.36;1.41;14.376
2021;7;9;16.591;27.254;66.257;0.9922;0.3;80.462;13.31;14.46;16.24;11.43;87.4;9.09;83.97;1.29;1.93;2.61;1.25;1.253
2021;7;10;17.546;32.134;67.577;16.908;0.35;76.606;12.31;13.75;15.93;10.68;84.46;4.96;83.99;1.21;1.78;2.37;1.44;14.465
2021;7;11;1.662;27.588;64.531;0.942;0.3;7.859;12.63;14.04;16.2;10.92;84.57;0.21;84.0;1.44;2.02;2.63;1.21;12.574
2021;7;12;18.845;30.545;64.678;10.502;0.33;75.014;12.62;13.86;15.75;10.89;86.13;0.39;84.11;1.26;1.75;2.27;1.31;1.368
2021;7;13;1.86;32.321;6.564;1.518;0.35;76.999;12.65;14.13;16.24;10.92;83.77;0.03;84.1;1.29;1.79;2.54;1.36;14.431
2021;7;14;20.702;4.285;66.151;26.402;0.47;73.918;12.9;14.5;16.82;11.15;82.64;0.0;84.08;1.47;2.01;2.57;1.75;18.782
2021;7;15;21.036;50.136;67.174;39.679;0.54;72.926;14.1;15.5;17.57;12.09;84.53;0.16;83.98;1.72;2.32;2.98;2.16;22.296
2021;7;16;16.769;31.351;64.409;17.182;0.34;76.483;14.07;15.11;16.67;12.01;88.18;11.51;83.94;1.62;2.16;3.17;1.4;14.045
2021;7;17;17.626;32.215;67.162;15.331;0.35;77.962;14.04;15.07;16.69;12.0;88.63;4.71;84.01;1.66;2.09;3.16;1.51;14.587
2021;7;18;15.341;26.818;6.649;11.225;0.29;79.171;13.97;14.77;16.08;11.91;90.91;7.07;84.07;1.47;2.02;2.66;1.26;12.293
2021;7;19;15.809;28.025;6.839;13.778;0.3;77.234;13.66;14.35;15.53;11.67;92.06;11.25;84.15;1.24;1.87;2.28;1.29;12.754
2021;7;20;18.864;3.485;66.782;20.863;0.38;79.433;13.05;13.89;15.14;11.21;90.36;6.63;84.04;1.21;2.18;2.12;1.58;1.62
2021;7;21;17.575;36.005;68.863;22.538;0.39;77.018;12.92;14.27;16.43;11.11;85.16;0.26;84.12;1.21;1.7;2.22;1.6;16.147
2021;7;22;14.837;2.999;66.264;17.748;0.32;79.934;12.44;13.92;16.09;10.75;83.93;0.52;84.24;1.34;2.0;2.48;1.34;13.493
2021;7;23;18.432;32.983;67.558;12.715;0.35;78.302;11.15;13.48;16.45;9.89;75.12;0.02;84.18;1.51;2.08;3.02;1.49;14.628
2021;7;24;25.145;45.358;67.236;19.262;0.49;75.283;10.52;13.25;16.34;9.52;71.26;0.12;84.09;1.54;2.3;2.82;1.92;19.901
2021;7;25;17.477;26.448;67.618;0.7222;0.28;79.922;11.99;14.37;16.16;10.52;74.46;0.76;84.07;1.35;2.12;1.76;1.26;12.137
2021;7;26;19.663;32.657;68.518;11.191;0.35;7.68;12.75;14.61;16.52;11.04;79.94;1.02;84.05;1.56;2.26;2.32;1.41;14.568
2021;7;27;19.322;37.598;66.564;17.738;0.4;75.454;13.1;15.01;16.96;11.3;79.62;0.73;84.05;1.39;2.01;2.22;1.61;16.745
2021;7;28;21.694;44.549;69.084;29.263;0.47;73.346;13.67;14.99;16.78;11.73;85.23;0.24;83.98;1.51;2.16;2.69;1.88;19.658
2021;7;29;23.287;40.728;68.902;15.499;0.43;76.202;13.91;15.23;17.13;11.88;85.38;0.05;84.01;1.26;1.73;2.22;1.77;18.257
2021;7;30;21.677;38.945;6.985;19.284;0.41;75.763;13.47;14.79;16.87;11.53;85.56;0.05;84.14;1.01;1.69;1.59;1.75;17.328
2021;7;31;19.934;48.516;69.662;38.873;0.51;75.682;13.21;14.52;16.62;11.33;85.84;0.0;84.17;0.93;1.87;1.33;2.02;21.574
2021;8;1;17.203;37.951;70.699;25.874;0.4;76.675;12.53;13.78;15.87;10.8;86.18;0.12;84.31;1.27;1.65;2.09;1.69;17.218
2021;8;2;17.222;31.927;68.333;16.901;0.34;75.566;11.79;12.84;14.36;10.27;87.77;1.17;84.38;1.23;1.77;2.47;1.43;14.419
2021;8;3;2.01;43.594;69.098;31.966;0.46;74.796;11.31;13.23;15.83;9.99;79.56;0.05;84.3;1.58;2.14;2.91;1.88;19.229
2021;8;4;15.446;42.461;70.454;3.811;0.45;72.118;9.9;12.43;15.69;9.11;73.25;0.0;84.31;1.57;2.16;2.96;1.87;18.679
2021;8;5;21.506;51.288;69.835;37.946;0.54;73.366;9.97;12.57;15.78;9.24;72.73;0.01;84.29;1.59;2.51;2.79;2.25;22.819
2021;8;6;17.885;36.216;6.756;23.095;0.38;77.227;9.88;12.72;16.09;9.08;70.96;0.01;84.23;1.48;2.3;2.55;1.61;15.866
2021;8;7;20.119;43.901;6.78;28.154;0.46;7.691;12.23;14.28;17.0;10.76;78.01;0.0;84.08;1.48;2.17;2.78;1.91;19.668
2021;8;8;20.966;44.628;68.803;29.155;0.46;74.801;13.59;15.43;17.68;11.72;80.53;0.0;84.0;1.42;2.36;2.65;1.96;19.634
2021;8;9;21.274;34.442;70.447;1.141;0.36;78.449;13.83;15.5;17.82;11.85;82.16;0.38;84.06;1.42;2.08;2.49;1.62;15.614
2021;8;10;17.347;33.655;69.458;17.266;0.35;8.015;13.14;14.74;17.06;11.31;82.48;4.72;84.11;1.41;2.08;2.56;1.59;15.204
2021;8;11;13.238;19.858;67.222;0.515;0.21;77.069;11.61;13.93;16.88;10.21;76.12;1.3;84.13;1.7;2.46;3.17;0.92;0.9098
2021;8;12;1.783;29.158;64.901;0.7939;0.3;77.064;13.16;14.8;17.08;11.34;82.2;11.99;84.12;1.32;2.04;2.24;1.26;12.943
2021;8;13;22.678;40.517;69.463;15.881;0.42;7.501;13.61;15.05;17.11;11.65;85.01;6.9;84.13;1.47;2.47;2.35;1.81;18.002
2021;8;14;20.515;32.059;6.037;0.5227;0.33;7.801;12.23;14.29;17.07;10.66;78.78;0.38;84.19;1.39;2.2;2.6;1.25;14.112
2021;8;15;17.844;33.014;69.722;13.013;0.34;7.673;12.5;14.09;16.05;10.81;82.45;1.0;84.07;1.2;1.79;2.31;1.58;1.475
2021;8;16;17.285;26.974;66.886;0.4445;0.28;78.643;12.58;14.47;16.98;10.91;80.14;0.44;83.97;1.37;1.93;2.65;1.25;12.214
2021;8;17;1.859;36.413;70.766;17.688;0.37;7.739;12.67;14.61;17.2;11.0;79.05;3.85;83.98;1.61;2.18;3.26;1.69;16.322
2021;8;18;17.926;31.022;6.822;11.616;0.32;78.317;12.57;14.52;16.86;10.9;78.49;10.9;84.07;1.32;2.17;2.9;1.39;13.776
2021;8;19;1.986;38.952;72.499;23.119;0.4;76.006;13.55;15.31;17.59;11.62;81.28;1.42;83.96;1.64;2.35;3.07;1.83;17.599
2021;8;20;20.897;52.963;7.283;41.018;0.54;73.236;12.49;15.05;17.77;10.9;74.06;0.53;83.76;1.59;2.57;3.0;2.44;23.525
2021;8;21;18.672;38.186;68.479;19.954;0.39;77.582;11.76;14.25;17.09;10.37;74.57;0.12;83.82;1.43;2.02;2.56;1.74;17.275
2021;8;22;16.949;29.669;71.527;13.234;0.3;76.942;11.59;14.24;17.49;10.3;72.09;0.14;83.84;1.57;2.34;2.85;1.43;13.406
2021;8;23;23.004;37.762;71.321;17.794;0.38;7.656;12.55;15.17;17.95;10.95;73.7;0.0;83.68;1.54;2.07;2.67;1.61;17.174
2021;8;24;22.685;5.352;72.614;37.474;0.54;74.998;14.31;16.26;18.13;12.35;79.05;1.16;83.6;1.59;2.32;2.49;2.28;23.717
2021;8;25;2.31;39.266;72.446;14.712;0.4;77.921;15.42;16.84;18.68;13.17;84.71;0.03;83.68;1.61;2.51;2.61;1.79;1.769
2021;8;26;20.731;34.622;7.381;15.895;0.35;79.037;14.65;16.26;18.54;12.54;82.47;0.24;83.79;1.7;2.05;3.07;1.59;15.756
2021;8;27;22.243;39.161;73.843;14.563;0.39;7.519;12.87;15.26;18.2;11.16;75.88;0.16;83.85;1.73;2.46;3.36;1.81;17.494
2021;8;28;15.775;26.746;72.732;0.7954;0.27;78.355;13.36;15.35;17.75;11.49;79.6;0.71;83.95;1.89;2.55;3.39;1.32;12.214
2021;8;29;21.528;31.118;70.702;0.2801;0.31;75.626;13.63;15.3;17.66;11.67;82.06;0.01;84.06;1.53;2.07;2.85;1.51;13.946
2021;8;30;17.465;2.401;68.088;0.2273;0.24;77.894;12.23;13.92;16.05;10.64;80.66;0.02;84.05;1.54;2.24;2.97;1.12;11.081
2021;8;31;19.889;38.167;72.444;17.455;0.38;77.146;11.85;14.27;17.23;10.4;74.82;4.75;83.95;1.49;1.93;2.81;1.79;17.021
2021;9;1;2.225;42.686;72.684;19.171;0.42;77.237;12.34;14.51;17.22;10.74;76.96;0.49;84.03;1.32;1.81;2.31;2.02;19.099
2021;9;2;24.425;48.494;74.537;25.786;0.48;75.775;12.42;14.72;17.67;10.85;75.87;0.23;84.01;1.61;2.3;2.77;2.37;2.185
2021;9;3;2.281;4.92;7.536;33.967;0.49;76.051;13.3;15.46;18.37;11.48;77.82;0.07;83.93;1.59;2.37;2.83;2.37;22.075
2021;9;4;20.945;50.758;75.708;42.552;0.5;73.066;12.92;15.43;18.33;11.2;73.71;0.0;83.83;1.7;2.47;2.82;2.25;22.778
2021;9;5;20.234;52.728;76.078;45.122;0.52;71.741;13.9;15.58;17.66;11.96;81.8;11.6;83.87;1.36;2.01;2.49;2.37;23.354
2021;9;6;18.514;28.882;7.229;0.4963;0.29;8.113;11.95;14.17;16.59;10.46;76.71;8.32;84.03;1.45;2.58;2.78;1.47;13.646
2021;9;7;20.743;36.756;74.059;13.344;0.36;76.481;12.19;14.49;17.12;10.65;76.18;0.01;84.01;1.49;2.1;2.28;1.79;16.565
2021;9;8;23.923;41.779;74.119;16.414;0.41;77.453;13.94;15.71;18.08;11.97;81.26;0.73;83.91;1.49;2.14;2.76;1.93;19.044
2021;9;9;2.387;53.153;76.505;34.738;0.52;74.352;15.28;16.42;18.13;13.02;87.83;0.25;83.93;1.59;2.2;2.72;2.4;23.647
2021;9;10;2.005;40.378;75.382;24.329;0.4;78.185;13.11;15.17;17.81;11.3;78.82;0.02;83.95;1.54;2.26;2.69;1.86;18.125
2021;9;11;20.669;31.764;74.532;0.8854;0.31;79.538;14.25;15.54;17.47;12.14;86.38;0.38;84.06;1.19;2.37;1.8;1.54;14.604
2021;9;12;18.516;28.166;74.093;0.4956;0.28;77.928;13.04;14.57;16.93;11.2;83.29;0.83;84.15;1.62;2.05;2.88;1.43;12.878
2021;9;13;21.722;4.247;75.466;24.408;0.42;74.431;12.1;14.65;17.87;10.56;73.67;0.44;84.04;1.84;2.29;3.5;1.98;18.881
2021;9;14;21.317;61.805;78.583;54.005;0.6;66.422;11.81;14.52;17.74;10.46;72.89;0.0;83.91;1.77;2.4;3.1;2.65;26.846
2021;9;15;19.925;4.201;77.076;26.059;0.41;72.862;13.22;15.06;17.42;11.36;80.93;0.07;84.03;1.61;2.13;3.11;2.03;18.917
2021;9;16;19.985;3.551;77.239;1.529;0.35;7.663;10.08;13.2;17.01;9.25;68.25;0.33;84.15;1.61;2.32;3.03;1.76;15.986
2021;9;17;2.065;4.038;77.683;27.648;0.39;77.986;11.03;13.81;17.41;9.84;71.45;0.21;84.13;1.42;2.03;2.75;1.82;18.211
2021;9;18;22.982;4.176;75.182;17.592;0.41;77.134;11.35;13.79;16.85;10.15;74.1;0.12;84.0;1.58;2.18;2.75;1.99;18.598
2021;9;19;22.963;56.496;77.875;42.089;0.55;74.244;12.2;14.81;17.98;10.7;73.71;0.13;83.86;1.57;2.43;2.87;2.65;2.519
2021;9;20;20.143;41.203;76.985;2.423;0.4;78.526;12.95;15.26;18.18;11.26;77.39;0.24;83.86;1.51;2.11;2.65;2.03;1.86
2021;9;21;18.792;28.788;76.862;0.7802;0.28;7.746;12.97;15.07;17.94;11.2;77.56;3.61;83.96;1.47;2.08;2.8;1.44;1.313
2021;9;22;20.472;3.024;74.808;0.6396;0.29;77.666;11.8;13.77;16.45;10.33;78.66;3.18;84.09;1.49;2.37;2.92;1.52;1.392
2021;9;23;18.622;27.494;74.734;0.6874;0.27;7.518;11.33;14.28;17.91;10.05;70.03;0.03;83.98;1.56;2.27;2.88;1.37;1.248
2021;9;24;18.799;3.853;73.008;21.458;0.37;79.037;12.45;14.38;17.12;10.81;79.05;0.52;84.11;1.34;1.89;2.37;1.77;17.506
2021;9;25;15.756;2.73;76.946;12.029;0.26;77.801;11.6;13.17;15.22;10.19;82.46;0.79;84.24;1.37;1.89;2.64;1.35;12.641
2021;9;26;21.847;48.084;78.991;33.355;0.46;75.842;12.28;14.51;17.51;10.68;76.77;0.02;84.08;1.48;1.89;2.68;2.23;21.504
2021;9;27;23.018;65.851;78.672;5.425;0.64;72.149;10.51;13.83;17.82;9.55;67.89;0.0;84.04;1.67;2.51;2.95;2.86;29.009
2021;9;28;2.154;5.706;77.357;45.636;0.55;73.315;11.6;14.62;18.11;10.3;70.03;0.65;83.93;1.67;2.3;2.75;2.45;25.169
2021;9;29;2.293;40.582;76.906;17.143;0.39;76.234;13.44;15.16;16.89;11.54;81.07;4.33;83.91;1.32;2.05;2.39;1.89;18.413
2021;9;30;22.529;38.354;76.097;10.618;0.37;77.578;14.11;15.82;18.01;12.1;82.09;2.45;83.89;1.46;2.73;2.5;1.85;17.225
2021;10;1;22.308;40.699;77.225;18.091;0.39;77.071;14.18;15.98;18.18;12.15;81.34;5.15;83.81;1.59;2.35;2.58;1.96;18.444
2021;10;2;22.819;50.028;78.041;30.029;0.48;76.781;14.92;16.65;18.73;12.78;82.21;0.04;83.73;1.58;2.46;2.58;2.29;22.404
2021;10;3;22.918;50.923;77.882;3.289;0.49;78.086;16.13;17.38;18.92;13.8;86.39;2.28;83.62;1.53;2.71;2.46;2.25;22.714
2021;10;4;23.998;40.111;77.616;14.462;0.39;7.956;15.34;16.65;18.49;13.11;85.97;2.2;83.69;1.59;2.52;2.78;1.92;1.824
2021;10;5;20.858;32.285;76.817;0.8868;0.31;79.229;14.92;16.23;18.11;12.74;85.94;0.25;83.78;1.66;2.33;2.72;1.59;14.782
2021;10;6;18.662;31.841;75.756;12.778;0.31;79.279;15.12;16.46;18.57;12.89;86.01;11.33;83.88;1.35;2.19;2.22;1.49;14.556
2021;10;7;22.781;4.777;76.994;26.549;0.46;75.482;14.35;16.18;18.72;12.28;81.78;2.07;83.84;1.66;2.41;2.61;2.15;21.233
2021;10;8;2.346;5.227;75.586;33.902;0.5;78.365;13.27;15.78;18.97;11.5;74.75;0.06;83.79;1.7;2.3;3.05;2.44;23.988
2021;10;9;22.529;4.872;78.084;3.258;0.47;74.573;15.44;17.05;19.39;13.2;83.14;10.85;83.8;1.54;2.54;2.61;2.2;2.153
2021;10;10;21.523;30.934;75.146;0.4598;0.3;79.118;15.6;16.82;18.59;13.29;87.12;12.58;83.83;1.27;1.97;2.11;1.39;14.143
2021;10;11;22.824;48.122;77.998;2.917;0.46;78.667;15.14;16.56;18.49;12.89;84.47;4.61;83.86;1.32;1.8;2.56;2.25;21.634
2021;10;12;1.967;35.921;77.424;14.326;0.35;79.894;14.55;15.77;17.52;12.4;86.29;8.18;83.97;1.59;2.09;3.2;1.85;16.346
2021;10;13;23.695;58.459;78.295;41.167;0.56;78.067;14.37;16.9;19.95;12.38;74.81;10.04;83.76;1.65;2.23;2.89;2.93;26.035
2021;10;14;22.882;4.897;79.294;28.135;0.47;76.121;15.65;17.48;19.6;13.41;81.42;6.0;83.68;1.45;2.15;2.57;2.44;21.941
2021;10;15;18.214;27.528;76.793;0.5801;0.26;77.642;15.65;16.57;17.58;13.36;89.52;6.17;83.82;1.35;1.84;2.69;1.34;12.667
2021;10;16;26.558;46.308;78.338;15.094;0.45;75.754;13.91;16.05;18.79;11.9;78.69;1.27;83.98;1.56;2.11;2.91;2.25;20.616
2021;10;17;22.214;39.614;77.354;16.505;0.38;78.581;14.3;15.8;17.9;12.18;84.1;7.11;84.02;1.52;2.13;2.98;2.01;1.823
2021;10;18;21.552;48.679;77.489;30.756;0.47;74.995;13.25;15.71;18.75;11.48;75.34;5.72;83.9;1.53;2.36;2.88;2.29;21.811
2021;10;19;22.673;43.711;76.958;21.653;0.42;78.026;14.75;15.74;17.15;12.57;89.13;3.38;83.99;1.36;1.81;2.65;2.12;19.733
2021;10;20;22.183;45.514;77.525;25.486;0.44;76.135;13.45;14.85;16.45;11.53;84.28;7.28;84.02;1.4;1.91;2.61;2.24;20.621
2021;10;21;22.788;42.038;7.734;14.098;0.4;7.951;13.69;16.32;18.14;11.86;73.18;2.47;83.9;1.5;2.71;2.01;2.12;18.953
2021;10;22;22.426;48.173;78.816;29.974;0.46;76.558;14.64;16.56;17.97;12.52;79.87;5.1;83.82;1.23;2.04;1.84;2.26;2.172
2021;10;23;22.255;43.438;78.554;20.729;0.42;75.941;15.56;17.17;18.68;13.3;82.69;1.87;83.81;1.56;2.62;2.29;2.19;1.968
2021;10;24;22.956;5.113;75.492;33.192;0.49;8.011;15.16;16.97;19.3;12.96;82.0;4.8;83.82;1.65;2.73;3.08;2.4;23.455
2021;10;25;20.266;40.212;77.112;21.007;0.39;76.788;15.71;16.88;17.6;13.39;86.75;26.03;83.93;1.13;1.8;1.76;1.92;17.981
2021;10;26;26.042;34.519;74.902;0.0593;0.33;7.733;15.53;16.3;17.37;13.22;91.26;4.22;83.96;1.46;2.63;2.74;1.71;16.126
2021;10;27;24.089;48.739;77.594;28.843;0.47;77.172;16.1;16.79;17.91;13.7;92.04;3.4;83.94;1.49;2.78;2.41;2.23;2.183
2021;10;28;20.678;47.146;77.412;31.978;0.46;77.129;15.49;16.4;17.88;13.16;90.07;19.2;84.02;1.42;2.8;2.3;2.23;21.221
2021;10;29;24.389;37.879;76.783;0.9677;0.37;79.771;14.81;15.99;17.82;12.63;87.31;3.53;83.97;1.43;2.33;2.26;1.86;17.326
2021;10;30;21.319;39.576;76.714;17.436;0.38;76.824;14.91;16.36;18.31;12.75;84.51;2.05;83.85;1.34;2.64;2.29;1.95;17.954
2021;10;31;23.124;40.975;76.447;1.41;0.4;78.202;14.7;16.67;18.77;12.59;79.78;2.65;83.88;1.49;2.83;2.18;1.96;18.614
2021;11;1;19.951;39.672;76.966;20.597;0.38;77.357;15.73;17.36;18.58;13.41;82.25;12.92;83.85;1.19;2.29;1.5;1.97;17.813
2021;11;2;20.448;36.842;77.162;15.072;0.36;7.98;16.39;17.46;18.28;14.01;88.16;27.72;83.79;1.35;2.74;1.99;1.86;16.896
2021;11;3;21.938;52.994;78.619;38.998;0.51;75.442;16.54;17.38;18.34;14.15;90.75;2.93;83.76;1.21;2.48;1.89;2.52;23.767
2021;11;4;23.983;50.726;77.587;32.323;0.49;75.874;16.17;17.12;18.08;13.82;89.49;2.63;83.75;1.23;2.47;1.82;2.46;22.891
2021;11;5;25.476;51.029;76.956;27.031;0.5;77.129;14.58;15.97;17.59;12.45;84.97;1.54;83.84;1.77;3.3;3.1;2.52;23.021
2021;11;6;23.755;47.335;7.667;27.365;0.46;77.549;14.09;15.93;18.38;12.13;80.42;0.57;83.84;1.89;2.8;3.54;2.36;21.379
2021;11;7;20.928;45.005;76.759;30.547;0.44;76.704;14.6;15.98;18.04;12.46;85.33;2.33;83.9;1.78;2.44;3.21;2.1;2.005
2021;11;8;2.173;4.021;76.598;19.049;0.39;75.494;14.67;16.45;18.75;12.61;81.21;4.85;83.83;1.66;2.43;2.94;1.88;17.988
2021;11;9;20.868;33.386;73.279;0.8784;0.33;82.164;15.96;16.97;17.86;13.61;88.61;3.95;83.78;1.31;1.9;2.24;1.66;15.523
2021;11;10;24.055;42.725;75.348;15.218;0.42;76.874;16.03;17.36;18.27;13.71;85.38;1.21;83.72;1.01;2.06;1.43;2.15;19.106
2021;11;11;21.122;41.738;75.394;22.003;0.41;80.004;16.07;17.15;18.22;13.71;87.99;4.2;83.74;1.4;3.09;2.06;2.12;19.109
2021;11;12;18.746;35.213;7.669;18.869;0.34;79.248;14.78;15.9;17.14;12.6;87.57;2.66;83.83;1.64;2.82;2.72;1.85;16.164
2021;11;13;22.174;50.184;7.619;34.872;0.49;78.317;13.15;15.49;18.01;11.4;75.84;0.01;83.76;1.67;2.72;2.8;2.48;22.663
2021;11;14;22.788;51.187;75.665;36.374;0.5;78.905;15.92;17.36;18.8;13.62;84.51;0.82;83.7;1.51;2.97;2.39;2.48;23.066
2021;11;15;22.265;46.442;75.444;27.955;0.45;77.554;16.62;17.87;19.79;14.25;87.07;2.48;83.68;1.69;3.01;3.02;2.23;20.837
2021;11;16;20.731;38.618;75.398;20.472;0.38;78.605;16.08;17.21;18.86;13.75;88.12;6.16;83.71;1.64;2.84;3.13;1.88;17.599
2021;11;17;26.078;43.836;75.326;1.283;0.43;76.058;15.94;17.26;18.94;13.65;85.74;3.57;83.65;1.73;2.63;2.89;2.06;19.253
2021;11;18;18.703;33.799;72.938;1.302;0.33;79.474;16.66;17.59;18.01;14.27;89.34;9.04;83.63;1.05;2.08;1.63;1.73;15.362
2021;11;19;20.597;37.121;76.222;1.613;0.36;77.386;16.2;16.93;17.45;13.85;91.57;7.82;83.71;1.04;2.22;1.6;1.93;16.838
2021;11;20;18.689;35.714;7.482;1.813;0.35;78.924;16.01;17.31;18.81;13.69;86.02;5.54;83.74;1.53;2.59;2.34;1.82;16.186
2021;11;21;20.988;36.353;75.134;18.396;0.36;74.806;14.32;15.27;16.62;12.23;89.42;8.14;83.81;1.41;2.14;2.4;1.71;16.522
2021;11;22;24.619;41.134;76.289;13.368;0.41;77.594;13.94;15.76;17.99;12.06;80.73;0.89;83.72;1.67;2.63;2.97;1.97;18.562
2021;11;23;19.478;32.098;74.326;0.7375;0.32;79.265;15.78;16.8;18.11;13.46;88.78;19.14;83.76;1.49;2.32;2.32;1.66;14.635
2021;11;24;23.052;4.002;74.748;14.597;0.39;76.824;15.79;16.67;18.1;13.45;90.31;24.33;83.82;1.48;2.69;2.43;1.94;18.029
2021;11;25;21.953;32.508;71.038;0.415;0.32;79.949;15.29;16.25;17.65;13.02;89.42;6.72;83.85;1.57;2.97;2.63;1.55;15.034
2021;11;26;18.994;42.739;76.567;31.075;0.42;7.553;14.92;16.81;18.44;12.78;79.89;16.84;83.78;1.43;2.68;2.06;2.01;19.198
2021;11;27;22.462;4.673;74.779;31.709;0.46;76.538;15.16;16.38;18.08;12.95;87.28;6.96;83.77;1.56;2.4;2.87;2.15;21.202
2021;11;28;20.422;60.175;75.694;53.395;0.6;72.238;14.72;16.05;17.78;12.62;86.16;15.85;83.72;1.65;2.57;2.96;2.71;26.722
2021;11;29;2.022;28.577;75.778;0.4512;0.28;77.306;15.2;15.92;16.77;12.97;91.73;12.63;83.77;1.26;1.81;2.43;1.45;13.025
2021;11;30;21.281;31.958;75.382;0.5981;0.32;79.639;14.91;15.82;17.1;12.72;89.74;5.33;83.86;1.64;2.23;3.29;1.55;14.638
2021;12;1;20.335;39.463;75.614;23.126;0.39;76.606;14.53;15.98;17.88;12.42;84.51;1.44;83.84;1.79;2.55;3.3;1.88;17.654
